Age,Income,Salary,Rating,Annual_Income,Customer_Support_Calls,House_Price,Square_Feet,Temperature,City,Product_Type,Location,Diagnosis,Cabin,Embarked,Gender,Target,Price_Target
49.0,10196.0,51299,4.4,46072.0,3.0,,2206,20.2,Chittagong,A,C,Type1,Cabin_C,S,Female,0,283.72
10.0,22489.0,63591,3.2,41671.0,,316649.0,1883,24.4,Khulna,B,A,Type1,,S,Female,0,205.35
30.0,20361.0,67495,3.5,36212.0,4.0,454273.0,1774,16.1,Dhaka,C,B,Type2,Cabin_E,S,Male,0,233.51
30.0,1327.0,67080,2.6,91551.0,,324347.0,1934,28.3,Khulna,B,B,Type3,,S,Female,0,264.2
18.0,1224.0,61139,4.9,104714.0,2.0,259584.0,2146,28.8,Dhaka,B,C,,,C,Female,0,167.25
25.0,89099.0,71140,5.0,121234.0,3.0,300179.0,1059,16.3,Dhaka,C,B,Type2,,S,Male,0,245.66
,,67233,3.6,96077.0,0.0,311770.0,1215,29.3,Dhaka,B,C,,,S,Female,0,276.28
56.0,,41435,4.3,104070.0,1.0,132823.0,1681,21.8,Dhaka,A,B,Type3,Cabin_D,C,Female,0,212.78
46.0,17742.0,73037,3.6,60499.0,2.0,571033.0,2103,24.6,Khulna,B,B,Type2,,S,Female,1,176.01
,141239.0,73309,2.4,46089.0,3.0,351987.0,1880,20.0,Chittagong,B,C,Type2,,C,Female,0,259.93
43.0,15007.0,48550,,96251.0,2.0,321000.0,2739,Unknown,,C,A,Type3,Cabin_C,S,Female,0,360.41
21.0,28075.0,60569,3.6,85442.0,1.0,361516.0,1258,24.5,Sylhet,B,B,Type2,Cabin_D,S,Female,1,214.34
28.0,103072.0,70249,3.1,77686.0,1.0,370941.0,1624,18.4,Khulna,Unknown,B,Type3,,Q,Male,0,215.65
40.0,,56860,3.3,84684.0,0.0,285944.0,2760,16.7,Rajshahi,A,B,Type2,Cabin_C,C,Female,0,239.98
20.0,,76094,,83079.0,2.0,236875.0,2065,15.2,Sylhet,Unknown,B,Type2,,S,Male,0,328.49
,81137.0,95458,3.4,107095.0,2.0,359945.0,2442,23.4,Dhaka,B,B,Type1,Cabin_D,S,Female,0,167.38
32.0,30641.0,48210,3.5,107374.0,1.0,338571.0,3025,25.4,Khulna,C,A,,,Q,Male,1,288.49
30.0,32982.0,39284,2.7,88605.0,2.0,219010.0,1653,25.8,,A,C,Type3,,S,Male,0,226.45
43.0,,64557,2.9,96145.0,3.0,441903.0,1950,21.9,Khulna,B,C,Type2,Cabin_G,S,Male,0,230.76
,4201.0,70823,2.5,87851.0,2.0,329335.0,1863,16.7,Rajshahi,C,B,Type3,,C,Male,0,199.49
30.0,65086.0,56537,4.3,63470.0,2.0,372981.0,1022,,Dhaka,C,B,Type1,,C,Female,0,237.55
48.0,34304.0,81798,1.8,93914.0,3.0,439192.0,1844,28.3,Rajshahi,A,A,Type2,,C,Female,0,200.94
,28710.0,39920,4.4,40137.0,2.0,302188.0,2440,Unknown,,B,C,,Cabin_G,C,Female,0,222.88
42.0,65375.0,70393,4.6,,2.0,331695.0,2270,23.2,,A,A,Type2,,C,Male,0,126.73
,72517.0,50912,3.3,45136.0,1.0,381002.0,2309,17.1,Dhaka,Unknown,B,Type1,Cabin_G,C,Male,0,163.3
31.0,8652.0,85790,1.4,,4.0,227513.0,1812,24.2,,C,C,,,C,Male,0,266.84
38.0,47109.0,89887,3.2,53871.0,5.0,305405.0,1671,,,A,B,Type3,,S,Male,0,313.11
19.0,7271.0,48500,3.4,88834.0,1.0,312554.0,2634,27.7,Chittagong,C,C,Type1,Cabin_D,S,Male,0,411.49
,,51756,2.7,74151.0,1.0,204394.0,1751,26.4,Dhaka,Unknown,B,Type1,,C,Male,0,296.23
32.0,53494.0,72893,3.1,35131.0,4.0,531763.0,2147,20.0,Sylhet,B,A,,,Q,Male,0,224.27
28.0,156881.0,54193,4.7,85517.0,2.0,159270.0,2081,21.9,Dhaka,C,C,Type3,,S,Female,0,150.82
47.0,,59318,4.0,60551.0,4.0,170189.0,2730,19.7,Rajshahi,B,A,Type3,Cabin_B,S,Male,0,276.99
,2937.0,60380,,97028.0,3.0,431422.0,2485,15.4,Khulna,C,C,Type3,,Q,Female,0,177.37
,16577.0,31204,2.2,75033.0,2.0,371326.0,1352,18.2,Chittagong,A,A,,,S,Female,1,209.64
,,59792,3.2,84885.0,2.0,197403.0,1406,23.5,Dhaka,A,C,Type2,,S,Male,0,294.3
42.0,14183.0,49654,3.3,51060.0,0.0,360728.0,2289,,Rajshahi,B,A,Type1,Cabin_F,C,Male,0,264.71
19.0,,52603,3.9,60266.0,2.0,446785.0,1967,23.2,Khulna,A,B,Type1,,Q,Male,0,203.55
56.0,14353.0,81654,3.1,63534.0,0.0,296973.0,1772,21.0,Rajshahi,C,B,,,C,Male,1,164.68
10.0,,41152,3.9,96417.0,4.0,559882.0,2507,27.2,Dhaka,A,B,,,C,Female,0,260.61
55.0,,72198,5.0,,3.0,,2093,22.8,Khulna,B,B,Type3,Cabin_F,S,Male,0,266.78
37.0,29868.0,55815,4.2,54870.0,3.0,369382.0,2026,26.0,Dhaka,C,B,Type3,Cabin_D,Q,Female,0,325.19
33.0,74964.0,55803,3.5,101921.0,0.0,416652.0,2389,13.6,Chittagong,B,B,,,S,Male,0,125.39
28.0,3380.0,71855,3.4,20758.0,4.0,,1812,2.9,Khulna,B,B,,,Q,Female,0,255.91
39.0,33429.0,65100,3.2,45145.0,2.0,279564.0,2784,Unknown,Dhaka,Unknown,B,Type2,,S,Female,0,295.84
34.0,1709.0,68559,4.4,51030.0,,270955.0,1605,15.4,Rajshahi,C,B,Type3,Cabin_E,S,Female,0,228.99
48.0,3235.0,74522,3.0,41187.0,1.0,344414.0,2328,,Chittagong,A,A,Type1,,S,Female,0,170.17
,118456.0,55030,3.5,35410.0,3.0,,2716,21.0,Khulna,B,C,Type1,,S,Female,0,203.76
36.0,,50816,3.5,85324.0,2.0,360247.0,1311,30.4,Dhaka,Unknown,B,,Cabin_E,C,Male,0,251.87
30.0,,43722,3.1,69648.0,1.0,,1828,Unknown,Chittagong,B,A,,,Q,Male,0,225.65
34.0,26474.0,47618,2.4,84485.0,2.0,198113.0,2571,23.3,Khulna,B,B,Type3,,C,Male,0,265.19
38.0,21335.0,104236,3.8,92261.0,,277222.0,2578,26.7,Dhaka,A,C,Type3,,Q,Female,0,313.97
14.0,115045.0,78670,3.5,81640.0,2.0,,1914,24.3,Dhaka,A,A,Type3,,S,Male,0,230.03
,,39733,3.9,,3.0,261388.0,1632,20.2,Sylhet,C,B,Type1,Cabin_F,C,Female,0,310.99
43.0,54500.0,40163,3.1,73261.0,2.0,401522.0,2477,27.9,Dhaka,C,B,Type3,Cabin_C,C,Female,0,244.22
37.0,165377.0,67227,4.5,45325.0,1.0,310798.0,2591,17.0,Sylhet,Unknown,A,,Cabin_G,C,Male,0,266.95
,41068.0,68208,2.8,101445.0,0.0,,1417,24.1,Dhaka,C,C,Type3,Cabin_D,S,Female,0,244.14
35.0,138090.0,68233,4.9,60272.0,0.0,319340.0,1398,,Dhaka,A,B,Type1,,C,Male,0,268.24
39.0,2683.0,56175,2.1,51610.0,1.0,305969.0,2112,23.5,Rajshahi,A,A,Type3,,C,Female,0,276.94
28.0,,58118,3.8,70552.0,2.0,310618.0,2314,23.5,Rajshahi,Unknown,C,,,S,Male,0,282.09
25.0,15065.0,64918,3.9,52179.0,2.0,236219.0,1850,30.9,Chittagong,A,B,Type1,,C,Female,0,250.16
37.0,65618.0,61288,2.9,64564.0,2.0,294216.0,2339,14.7,Chittagong,A,C,Type2,,Q,Male,0,83.46
23.0,198953.0,26710,3.8,83601.0,,412778.0,1644,19.5,Khulna,Unknown,B,,,S,Male,0,279.78
,,56553,4.5,83708.0,1.0,,942,26.6,Dhaka,B,C,Type3,,C,Female,0,151.49
14.0,53091.0,47228,1.7,52554.0,2.0,220654.0,1788,24.2,,A,C,Type1,,C,Female,0,219.66
47.0,11038.0,62628,3.9,62807.0,0.0,207491.0,2031,23.4,Dhaka,C,A,Type2,,C,Female,0,130.44
40.0,41658.0,104778,1.5,101858.0,1.0,254979.0,1862,17.7,Chittagong,Unknown,C,Type2,,S,Male,0,334.93
38.0,,65512,2.7,87410.0,3.0,,1420,Unknown,Dhaka,A,B,Type1,,Q,Male,0,270.87
46.0,178787.0,55297,4.8,126876.0,0.0,419358.0,1092,28.7,Dhaka,C,A,Type2,,S,Female,0,233.71
54.0,46891.0,73827,3.0,104503.0,0.0,165951.0,1742,22.2,Chittagong,B,B,Type3,,S,Male,0,320.95
47.0,21501.0,67240,2.6,103607.0,1.0,268017.0,2448,24.4,Dhaka,B,A,Type1,,C,Male,1,276.6
,6057.0,66301,3.3,40303.0,1.0,314431.0,2628,21.9,Dhaka,Unknown,C,Type1,,C,Female,0,256.23
19.0,,69102,5.2,94096.0,0.0,116629.0,2593,16.6,Rajshahi,Unknown,B,Type1,,C,Male,0,269.76
27.0,12765.0,90848,2.0,73672.0,2.0,216640.0,1592,27.2,Chittagong,A,C,Type2,Cabin_D,S,Male,0,230.9
35.0,14448.0,43036,2.7,61225.0,2.0,232011.0,1423,25.0,Khulna,A,A,Type2,,S,Male,0,188.02
41.0,95061.0,67104,4.7,79200.0,2.0,220402.0,2248,34.0,Rajshahi,A,B,Type2,,Q,Female,0,298.04
26.0,41188.0,46104,5.0,98630.0,0.0,319188.0,2317,17.4,Dhaka,B,A,Type3,Cabin_B,S,Male,0,246.45
,37052.0,68332,3.4,87520.0,3.0,283944.0,2200,26.6,Chittagong,A,B,Type1,,C,Female,0,162.04
25.0,6095.0,46219,,53038.0,0.0,244471.0,992,15.9,Dhaka,B,C,Type2,,C,Male,0,275.37
27.0,98355.0,53739,5.2,93561.0,2.0,342796.0,1566,23.3,Rajshahi,A,C,Type2,,C,Male,0,252.04
18.0,64153.0,55573,4.8,59060.0,3.0,472307.0,1985,27.4,Sylhet,B,C,Type2,,S,Male,0,334.99
23.0,3503.0,74637,4.0,80417.0,4.0,463925.0,2243,12.1,Chittagong,A,C,Type3,Cabin_G,C,Male,0,263.43
18.0,61521.0,73776,2.9,67416.0,2.0,107722.0,2383,,Rajshahi,C,A,,,Q,Male,0,190.95
23.0,,41314,3.5,69528.0,,357707.0,2072,19.7,Dhaka,A,B,Type3,,S,Female,0,160.49
47.0,4262.0,60824,,94156.0,1.0,282197.0,2165,19.0,Chittagong,A,B,Type1,,S,Male,0,313.21
,30652.0,49356,3.8,48995.0,4.0,315515.0,2042,24.4,Khulna,C,B,Type1,,S,Male,0,246.82
66.0,33149.0,41122,4.7,123629.0,3.0,260171.0,2342,28.1,,C,A,Type1,,S,Male,0,206.71
40.0,9062.0,56744,,29472.0,3.0,311758.0,2156,21.8,Dhaka,A,B,Type2,Cabin_G,Q,Male,0,214.02
37.0,145659.0,55372,2.6,60058.0,2.0,315140.0,2032,Unknown,Chittagong,A,B,Type1,Cabin_G,Q,Female,0,314.92
24.0,94847.0,96400,4.6,84255.0,1.0,242104.0,1865,23.1,Rajshahi,C,B,Type1,Cabin_C,Q,Male,0,273.59
43.0,55285.0,66494,3.8,89607.0,3.0,210363.0,2040,22.5,Dhaka,B,C,Type2,,S,Male,0,304.86
28.0,31022.0,39335,4.0,72488.0,1.0,255130.0,2242,17.1,Sylhet,C,B,,,C,Male,0,262.26
36.0,26531.0,51528,4.7,73565.0,0.0,323425.0,2133,28.0,Dhaka,B,A,Type1,,S,Male,0,208.17
65.0,52630.0,75320,2.6,85263.0,3.0,359899.0,2190,24.0,,A,A,Type1,,C,Female,0,339.33
33.0,,91326,3.5,,2.0,385334.0,2671,24.5,,B,C,Type3,Cabin_G,C,Female,0,230.45
48.0,3214.0,36210,3.1,109829.0,3.0,250580.0,2132,18.5,Dhaka,C,C,,,Q,Male,0,290.22
26.0,,31801,2.2,95983.0,3.0,328384.0,1675,20.2,Rajshahi,Unknown,B,Type3,,C,Male,0,304.21
,82098.0,88064,3.8,96820.0,0.0,396250.0,2441,21.6,Dhaka,A,B,,,Q,Male,1,250.31
56.0,30738.0,65844,5.5,50846.0,3.0,416559.0,1316,Unknown,Dhaka,B,C,,,Q,Male,0,194.34
27.0,2667.0,46975,2.0,73015.0,2.0,294116.0,1459,14.1,Dhaka,A,B,Type1,,Q,Male,0,216.09
56.0,77154.0,68019,3.5,,2.0,277906.0,2167,19.5,Sylhet,B,C,Type2,,S,Female,0,283.86
43.0,,20463,4.0,49859.0,3.0,319112.0,2258,25.1,Chittagong,C,C,,,C,Female,0,276.69
28.0,14962.0,60050,3.6,84004.0,1.0,185029.0,1377,19.2,Rajshahi,B,B,Type2,,C,Male,0,315.03
42.0,8998.0,64917,3.4,,1.0,280639.0,1808,17.4,Dhaka,Unknown,B,,,S,Male,0,306.96
46.0,20039.0,73864,2.5,91385.0,2.0,374458.0,1696,Unknown,Chittagong,B,A,Type1,,S,Male,0,202.35
42.0,70683.0,44791,3.7,48245.0,1.0,364194.0,1756,20.2,,Unknown,A,Type3,,C,Female,0,322.18
16.0,36634.0,61285,2.9,117976.0,0.0,272973.0,2471,20.7,Sylhet,C,C,,Cabin_F,S,Male,0,198.69
,11463.0,46118,1.7,52591.0,,321771.0,2353,33.3,Rajshahi,A,C,,Cabin_B,S,Male,0,279.74
32.0,105117.0,63830,4.5,80482.0,4.0,,1990,27.8,Rajshahi,A,C,Type2,Cabin_C,C,Female,0,371.07
34.0,105839.0,46569,,94796.0,,370349.0,1727,27.6,Dhaka,B,B,Type3,Cabin_B,Q,Female,0,265.62
,,53878,3.5,60733.0,0.0,292217.0,1325,28.3,Chittagong,A,A,Type2,,C,Male,0,161.06
37.0,,45062,,,,272404.0,2710,17.5,Chittagong,B,A,Type2,,S,Male,0,233.71
18.0,30004.0,69767,4.4,44270.0,5.0,263827.0,2296,16.4,Sylhet,B,B,Type3,,S,Male,0,358.74
39.0,209950.0,72876,3.7,111302.0,4.0,293710.0,1646,17.0,Dhaka,Unknown,B,,Cabin_F,S,Male,0,239.65
42.0,73923.0,56480,4.2,75353.0,4.0,255212.0,2359,29.2,Dhaka,B,B,Type1,,S,Female,0,316.35
41.0,1377.0,60573,3.3,60089.0,4.0,365814.0,1964,19.8,Chittagong,C,A,Type1,,S,Female,0,202.17
47.0,3371.0,38271,4.5,67520.0,3.0,260471.0,1856,16.2,Dhaka,Unknown,C,,,Q,Male,0,232.22
45.0,31174.0,55504,3.8,95222.0,2.0,459296.0,2217,20.3,Dhaka,C,B,Type3,,S,Female,0,239.21
,119965.0,59246,3.7,60388.0,1.0,446521.0,1629,21.3,Khulna,A,C,Type2,,S,Male,0,347.55
34.0,,99311,2.5,56266.0,,210845.0,1828,23.8,Chittagong,B,B,Type2,,S,Female,0,234.7
15.0,34439.0,43320,3.7,69461.0,1.0,306970.0,2060,23.8,Khulna,A,A,Type2,,S,Male,0,155.73
40.0,,81962,2.8,45575.0,0.0,234934.0,1750,18.4,Khulna,B,C,,Cabin_B,S,Male,0,369.1
37.0,53469.0,74952,3.0,,1.0,267335.0,2334,25.9,Dhaka,B,C,Type3,,S,Female,1,261.37
,86327.0,64209,,60840.0,,500242.0,2934,19.3,Chittagong,C,B,Type1,,Q,Female,0,282.73
19.0,23935.0,86379,2.6,95790.0,0.0,269242.0,1622,21.7,Dhaka,B,B,,,S,Female,0,169.66
22.0,74718.0,65581,5.2,80236.0,1.0,336022.0,1167,25.9,Khulna,B,A,Type3,Cabin_E,S,Female,0,262.89
47.0,,65837,4.6,50386.0,,354132.0,999,19.3,Chittagong,Unknown,B,,,S,Female,0,250.95
34.0,,59203,5.0,,1.0,199937.0,1924,Unknown,Dhaka,A,C,Type1,,S,Male,0,201.69
43.0,37046.0,78353,2.5,94600.0,2.0,214490.0,1668,25.5,Dhaka,B,A,Type1,Cabin_D,S,Male,0,283.4
35.0,16923.0,76447,3.6,70293.0,1.0,179397.0,2103,18.2,Chittagong,C,A,Type2,,S,Female,0,164.68
35.0,78716.0,50614,2.5,,2.0,211402.0,2066,20.6,Dhaka,A,C,Type2,Cabin_E,S,Male,1,201.33
46.0,,40211,2.9,100537.0,3.0,14996.0,1198,25.3,Dhaka,B,A,,Cabin_B,C,Male,0,310.6
28.0,50335.0,56955,2.8,97972.0,1.0,354458.0,1092,32.8,Rajshahi,A,B,Type2,Cabin_G,S,Male,0,213.71
36.0,79953.0,47999,4.5,63508.0,5.0,505419.0,2147,25.5,Khulna,C,B,Type2,,S,Male,0,225.33
29.0,25206.0,59047,3.2,48003.0,5.0,314782.0,2067,24.9,Dhaka,A,B,Type3,,S,Female,0,254.5
,123308.0,78561,,59660.0,1.0,158373.0,1787,25.2,Chittagong,A,B,Type1,,S,Male,0,231.4
31.0,38074.0,53140,4.0,,0.0,235722.0,1171,17.1,Khulna,B,A,Type2,,S,Male,0,284.54
,8596.0,59357,5.3,88644.0,1.0,254112.0,2235,23.1,Dhaka,A,A,Type3,,S,Male,0,258.8
29.0,59519.0,60870,,20710.0,3.0,198241.0,2635,22.4,Khulna,A,C,Type2,,S,Male,0,174.67
,78814.0,72726,4.5,74797.0,1.0,386018.0,2138,24.1,Dhaka,B,C,,,S,Female,0,213.26
,19045.0,26296,4.4,78952.0,0.0,381026.0,1576,23.1,Rajshahi,B,B,Type2,,S,Male,0,207.85
32.0,97308.0,50899,2.7,68061.0,3.0,184454.0,2022,24.4,Chittagong,B,B,Type3,,S,Male,0,226.83
,118299.0,63169,4.3,107281.0,2.0,372508.0,1316,20.9,Chittagong,B,A,,,S,Male,0,255.6
52.0,,78001,3.8,,0.0,452681.0,2528,22.8,Khulna,B,A,,,Q,Female,0,265.31
37.0,205284.0,52621,3.3,107754.0,0.0,490255.0,2040,16.4,Dhaka,C,C,,,C,Female,0,131.6
47.0,,31851,,69600.0,1.0,586521.0,1115,20.9,Dhaka,A,B,Type1,,C,Male,0,301.25
17.0,11283.0,69295,2.9,98436.0,2.0,209800.0,1849,29.5,Chittagong,A,B,Type2,Cabin_A,Q,Male,0,245.46
,,50469,5.1,115876.0,1.0,,2231,24.1,Khulna,C,A,Type1,Cabin_E,Q,Female,0,193.98
45.0,112210.0,42155,3.5,107792.0,,264579.0,1833,22.4,Dhaka,C,A,,,C,Male,0,297.62
35.0,53108.0,50634,4.1,47696.0,3.0,240753.0,1862,32.0,Khulna,A,B,Type3,Cabin_D,C,Female,0,144.72
,,57232,2.9,68658.0,0.0,332707.0,1387,15.7,Dhaka,B,C,,Cabin_C,S,Male,0,171.21
,29019.0,50928,2.9,66370.0,2.0,241793.0,2283,17.0,Dhaka,B,C,,,S,Male,0,356.46
51.0,,26916,4.4,87231.0,,339904.0,1675,31.1,Rajshahi,B,C,,Cabin_G,C,Female,0,257.32
,4357.0,73455,2.4,92158.0,1.0,167992.0,921,22.7,Dhaka,C,C,Type3,,Q,Male,0,213.14
30.0,107030.0,79123,3.2,54027.0,3.0,276124.0,1814,21.3,Chittagong,A,C,Type2,,S,Male,0,255.42
29.0,81380.0,69772,3.5,,2.0,428558.0,2490,16.5,Dhaka,C,B,Type1,,C,Male,0,240.92
,35180.0,42934,3.6,24501.0,3.0,294293.0,1806,24.7,Dhaka,A,A,,,S,Female,0,251.79
,170754.0,56977,,111048.0,3.0,314159.0,2868,25.2,Chittagong,B,C,Type3,Cabin_A,S,Female,0,274.46
28.0,27043.0,59902,3.8,62190.0,5.0,347525.0,2214,Unknown,Chittagong,C,A,Type2,Cabin_D,S,Male,0,240.1
29.0,207104.0,68981,4.1,76396.0,2.0,,2169,21.8,,B,A,,,S,Male,0,267.73
31.0,55118.0,70025,4.1,67258.0,0.0,134477.0,1935,20.8,Chittagong,A,A,Type3,,S,Male,0,242.1
18.0,50347.0,48987,2.7,103650.0,1.0,358452.0,1965,Unknown,Dhaka,Unknown,B,,,C,Male,0,208.96
,9073.0,61229,3.3,4062.0,,273186.0,1868,16.9,Chittagong,C,B,Type2,,Q,Female,0,194.7
22.0,106822.0,66859,4.5,,2.0,316663.0,1848,28.8,Sylhet,C,A,Type3,Cabin_G,Q,Female,0,315.95
25.0,27886.0,81837,4.2,72354.0,3.0,405995.0,2265,27.1,Khulna,B,B,Type1,,S,Female,0,282.37
34.0,8850.0,70567,2.4,63659.0,4.0,180581.0,1532,20.7,Dhaka,A,C,Type1,,Q,Male,0,301.85
37.0,,71835,3.8,118155.0,0.0,198735.0,1462,21.4,Dhaka,Unknown,B,,,S,Male,0,250.19
53.0,41021.0,61257,1.9,52816.0,1.0,106457.0,1438,21.8,Sylhet,B,C,,,S,Female,0,261.28
,37475.0,81156,3.5,94294.0,,245084.0,3022,18.6,Chittagong,C,A,Type3,,C,Male,0,241.08
46.0,,66146,5.0,,2.0,433043.0,2265,20.3,Chittagong,A,A,,Cabin_C,S,Male,0,307.87
32.0,110481.0,47083,2.7,106537.0,3.0,287941.0,2152,21.1,Rajshahi,A,B,,Cabin_G,S,Female,0,232.76
,4136.0,81050,2.8,58320.0,1.0,,1471,Unknown,Dhaka,Unknown,B,,,S,Male,1,200.8
43.0,65744.0,70468,4.1,56675.0,1.0,251432.0,2311,27.2,Chittagong,B,B,Type3,,C,Female,0,276.06
21.0,10376.0,53354,2.3,102401.0,2.0,151213.0,1941,27.2,Sylhet,A,C,Type1,Cabin_B,S,Male,0,242.39
39.0,97658.0,52807,3.0,85633.0,0.0,187481.0,2107,24.3,Rajshahi,A,C,Type2,,C,Male,0,262.5
,,64448,4.0,36376.0,,338881.0,1511,16.9,Dhaka,B,C,Type3,Cabin_D,,Male,0,285.56
40.0,,66947,3.0,61517.0,3.0,,2080,22.3,Dhaka,A,B,Type2,,C,Male,0,221.04
38.0,,62959,3.3,,3.0,411263.0,1788,27.4,Dhaka,B,A,Type2,Cabin_B,Q,Male,0,239.05
64.0,18869.0,64669,4.1,95944.0,3.0,292887.0,1617,16.2,Rajshahi,B,B,Type3,Cabin_C,S,Female,0,234.48
,,85499,3.8,58019.0,,308559.0,2367,25.7,Dhaka,C,A,,,S,Female,0,314.34
28.0,86196.0,76073,3.7,2143.0,5.0,272162.0,1231,34.1,Dhaka,B,A,Type3,Cabin_G,S,Male,0,250.72
27.0,30741.0,62859,3.2,88080.0,3.0,377284.0,2282,27.8,Sylhet,Unknown,A,Type1,,S,Male,0,257.82
28.0,22142.0,74119,3.8,44491.0,1.0,378315.0,2342,29.6,Dhaka,A,B,Type1,,C,Female,0,192.18
27.0,34081.0,44512,3.4,24566.0,4.0,333505.0,1560,23.6,Dhaka,B,A,Type1,,S,Female,0,286.54
49.0,88085.0,65968,3.9,,2.0,356478.0,1589,27.3,Dhaka,A,A,Type2,,S,Male,0,271.41
,20414.0,87139,3.1,,2.0,278791.0,1888,,Dhaka,C,B,,Cabin_G,C,Female,0,208.24
28.0,9543.0,56729,3.4,78215.0,0.0,354220.0,2141,26.5,Chittagong,Unknown,B,,,C,Female,1,346.15
25.0,62242.0,47285,,,1.0,266212.0,1923,25.8,Sylhet,C,C,,,C,Female,0,266.86
,87428.0,50218,3.5,109725.0,2.0,300223.0,2216,23.9,Khulna,B,B,,,C,Male,0,218.82
28.0,5303.0,43655,,90933.0,1.0,272535.0,2881,29.1,Chittagong,B,A,,Cabin_E,C,Female,0,249.86
42.0,13713.0,48228,2.6,115407.0,3.0,254278.0,1746,19.8,Chittagong,C,A,Type1,,C,Female,0,231.57
37.0,7655.0,54442,3.7,40181.0,5.0,231088.0,1142,21.6,Chittagong,Unknown,A,Type1,,S,Female,0,327.19
16.0,21381.0,38916,,74136.0,,346769.0,2412,,Dhaka,Unknown,C,Type2,,Q,Female,0,296.66
,29923.0,60234,,34582.0,2.0,431060.0,2841,17.4,Dhaka,B,C,Type2,Cabin_F,S,Male,0,272.7
,69080.0,73534,3.2,69265.0,2.0,417110.0,2196,23.6,Sylhet,Unknown,A,Type3,,S,Female,0,335.84
27.0,52655.0,46383,3.8,68784.0,1.0,174343.0,1456,Unknown,Dhaka,A,B,,,S,Female,0,198.09
30.0,48501.0,82789,3.9,90665.0,1.0,428920.0,1938,27.7,,A,C,,,C,Female,0,288.79
38.0,,67661,3.9,76139.0,3.0,268184.0,1440,22.7,,A,B,Type3,,Q,Male,0,277.36
39.0,92083.0,75458,,90585.0,4.0,360073.0,2321,19.9,Chittagong,A,C,Type3,Cabin_E,S,Male,0,238.48
42.0,31865.0,50132,3.6,92586.0,,209378.0,1324,,Dhaka,C,A,Type1,,S,Male,0,238.7
,193412.0,72817,3.8,128873.0,4.0,314197.0,1849,21.3,Dhaka,C,A,,,Q,Female,0,296.16
32.0,50275.0,43620,3.5,67117.0,2.0,331372.0,1497,25.9,Dhaka,C,C,,,Q,Female,0,292.49
25.0,,73353,1.8,51474.0,3.0,151539.0,2063,25.2,Rajshahi,B,B,Type3,,S,Female,0,178.89
18.0,,62577,3.6,81152.0,2.0,360826.0,1816,19.0,Dhaka,B,B,Type1,,S,Male,0,340.82
26.0,19659.0,68298,5.3,54942.0,3.0,434593.0,2088,18.3,Chittagong,C,B,Type2,Cabin_A,C,Female,0,307.14
34.0,57970.0,42366,3.2,112049.0,2.0,282535.0,2011,25.8,Chittagong,B,B,Type2,,S,Female,1,235.92
56.0,3609.0,46573,2.9,67919.0,3.0,436016.0,1506,18.9,Khulna,C,C,Type2,,Q,Male,0,210.44
,9611.0,68958,3.8,60860.0,0.0,281030.0,2313,22.8,Dhaka,C,A,Type1,,S,Female,0,305.52
37.0,96805.0,45774,,63217.0,2.0,384958.0,1975,23.1,Dhaka,C,B,,Cabin_G,S,Female,0,274.82
34.0,12885.0,66948,4.5,92960.0,2.0,78143.0,1505,24.1,Chittagong,B,C,Type2,Cabin_F,S,Male,0,285.82
49.0,,39492,2.5,,3.0,541877.0,3120,26.8,Rajshahi,C,B,Type1,Cabin_G,S,Male,0,278.54
65.0,16374.0,72722,4.1,58958.0,2.0,,2238,16.2,Dhaka,A,B,,,S,Male,0,310.73
,,41512,4.0,116633.0,0.0,271537.0,1923,12.9,Chittagong,B,C,,,S,Male,0,292.8
29.0,59233.0,68284,3.4,53595.0,1.0,102791.0,2707,19.7,Dhaka,C,C,Type1,,C,Male,0,223.31
,35939.0,69384,3.8,75889.0,4.0,328802.0,2920,Unknown,Dhaka,B,B,Type3,Cabin_B,S,Female,0,220.38
,,49548,4.3,,,155607.0,1927,32.6,Chittagong,C,B,Type2,Cabin_B,Q,Male,0,267.8
57.0,11953.0,68730,4.2,34216.0,2.0,344485.0,2173,31.7,Dhaka,A,C,,Cabin_A,S,Female,0,364.49
42.0,1687.0,63906,,87006.0,,341156.0,1505,21.5,Khulna,B,C,Type2,,C,Female,0,242.51
30.0,18116.0,51917,4.2,48622.0,2.0,205859.0,1926,13.6,Chittagong,C,C,Type3,,S,Male,0,268.16
42.0,52944.0,44871,3.4,95569.0,1.0,412096.0,1900,10.8,Chittagong,B,B,,,S,Male,0,294.73
48.0,139277.0,30560,3.6,50933.0,2.0,380557.0,2092,19.4,Chittagong,B,B,Type2,,S,Female,0,229.04
44.0,,65244,3.6,92319.0,1.0,397582.0,2166,21.5,Chittagong,A,B,Type2,Cabin_F,S,Female,0,289.87
41.0,72635.0,36527,3.4,102645.0,2.0,,2279,29.0,Dhaka,A,C,,,C,Female,0,250.7
47.0,77664.0,61430,4.5,96535.0,1.0,,2118,26.8,Khulna,C,C,Type2,,C,Male,0,312.49
49.0,54678.0,56048,3.4,81282.0,3.0,397787.0,1394,23.6,Sylhet,A,A,Type1,,C,Female,0,202.77
51.0,15074.0,70187,2.6,69217.0,1.0,272962.0,1530,18.1,Dhaka,C,B,Type1,Cabin_C,S,Male,0,365.69
42.0,118862.0,55469,3.2,60589.0,2.0,161021.0,1726,,Dhaka,C,B,Type2,,Q,Female,0,234.38
